task_name,positive_class,negative_class,feature,n_positive,n_negative,median_transformed_positive,median_transformed_negative,median_diff_transformed,mean_diff_transformed,raw_median_positive,raw_median_negative,raw_log2_fc,u_statistic,p_value,auc_positive_class,auc_abs,rank_biserial,cliffs_delta,positive_detection_rate_raw,negative_detection_rate_raw,detection_rate_diff_raw,q_value,neglog10_q,effect_direction,significant_fdr_05,qc_mean_intensity,qc_std_intensity,qc_cv_pct,qc_log_sd,qc_detection_rate,Dunn_mean_intensity,Dunn_std_intensity,Dunn_cv_pct,Dunn_log_sd,Dunn_detection_rate,French_mean_intensity,French_std_intensity,French_cv_pct,French_log_sd,French_detection_rate,LMU_mean_intensity,LMU_std_intensity,LMU_cv_pct,LMU_log_sd,LMU_detection_rate,bio_cv_pct_median,bio_cv_pct_max,bio_log_sd_median,bio_detection_rate_median,bio_detection_rate_min,d_ratio_cv,d_ratio_log,mz,mz max,mz min,mz std,rt,rt end,rt max,rt min,rt start,rt std,detection_rate__Dunn,detection_rate__French,detection_rate__LMU,blank_mean_intensity,blank_detection_rate,qc_mean_intensity_cont,bio_mean_intensity,blank_to_qc_ratio,blank_to_bio_ratio,blank_dominant_flag,carryover_spearman_rho,n_blank_contexts,bio_detection_rate_max,passes_mz_500,passes_qc_cv_30,passes_detection_70_any_class,passes_detection_70_all_classes,blank_dominant_veto,potential_carryover_flag,retained_main,retained_high_confidence,exclusion_reason,rank_within_task,feature_space
French_vs_LMU,French,LMU,FT-018,26,24,7.925990533634005,7.9338830117668895,-0.007892478132884406,0.0016812641049801513,2761.956386144889,2798.04111367362,-0.01871988898943122,317.0,0.9303672731143676,0.5080128205128206,0.5080128205128206,0.01602564102564097,0.016025641025641024,1.0,1.0,0.0,0.963659545817429,0.016076372205306597,French < LMU,False,2618.2826099031004,542.1395654625433,20.705922401654234,0.2182820654825567,1.0,2700.190045656604,651.514564657568,24.12847072396119,0.5172835306293211,1.0,2803.7602110732228,356.7108877011631,12.722588982194784,0.1269841623967162,1.0,2635.671107355181,530.3400228677482,20.121631313852696,0.2202243373097747,1.0,20.121631313852696,24.12847072396119,0.2202243373097747,1.0,1.0,1.0290379581400682,0.9911804850865056,1372.9191123009864,1372.997683690058,1372.8485441828032,0.0401136096641405,980.422438027575,998.3599555885412,983.254920699392,977.8447214040514,967.5379132700484,1.3146068155169774,1.0,1.0,1.0,0.0,0.0,2719.6012785888224,2713.042348251479,0.0003675658053497,0.0003684540886564,False,,5,1.0,True,True,True,True,False,False,True,True,retained,52,high
French_vs_LMU,French,LMU,FT-002,26,24,7.37049277567329,7.336073915494046,0.03441886017924389,-0.003972109385211198,1568.0593946954286,1662.9976590018782,-0.08475343914489548,316.0,0.9458139986726618,0.5064102564102564,0.5064102564102564,0.012820512820512775,0.01282051282051282,1.0,1.0,0.0,0.963659545817429,0.016076372205306597,French > LMU,False,1375.0627606749038,288.0754338021132,20.949984396401003,0.2449409241714183,1.0,1439.636430766677,450.079252450003,31.26339698213345,0.439853957382915,1.0,1606.1515481488566,344.3016937438306,21.436438805581563,0.214657924474939,1.0,1593.6030149750611,493.28334676682425,30.953966711373457,0.3413215147327254,1.0,30.953966711373457,31.26339698213345,0.3413215147327254,1.0,1.0,0.6768109752054273,0.7176252114175146,889.6499309783783,889.7022159640214,889.6015469549808,0.0255523760494532,609.0997423566134,627.7172511456954,611.7465009922388,606.4265533909693,596.7890463679698,1.324647395195849,1.0,1.0,1.0,0.0,0.0,1466.5399815071848,1545.1114211635718,0.000681412440275,0.0006467839162894,False,,5,1.0,True,True,True,True,False,False,True,True,retained,53,high
French_vs_LMU,French,LMU,FT-168,26,24,8.408502875124107,8.40235556468378,0.006147310440326237,-0.00594703230114213,4347.920220105391,4426.256828780619,-0.025755824628257033,311.0,0.9922533045505789,0.49839743589743596,0.5016025641025641,-0.0032051282051281937,-0.003205128205128205,1.0,1.0,0.0,0.9922533045505789,0.003377446065856355,French > LMU,False,4272.505543503742,647.1068858692253,15.14584075503748,0.1549091845619992,1.0,4228.6050966851,811.5313554095404,19.191467087946293,0.2069617323617849,1.0,4544.164145292001,573.1416536814055,12.612696974760718,0.1238463724811625,1.0,4226.153285283751,1065.088414705093,25.20231384919067,0.5655774027785154,1.0,19.191467087946293,25.20231384919067,0.2069617323617849,1.0,1.0,0.7891966093905465,0.7484919206764573,1336.3262451050714,1336.405389862383,1336.2566589899025,0.0391003658010661,1551.2877356272045,1571.0304137199175,1553.9989897891342,1548.747391469725,1537.806266046342,1.2870543607151437,1.0,1.0,1.0,0.0,0.0,4360.541664934453,4331.653048170472,0.0002292767275479,0.0002308054646614,False,,5,1.0,True,True,True,True,False,False,True,True,retained,54,high
LMU_vs_Dunn,LMU,Dunn,FT-133,24,26,7.413908157075779,6.937337138848798,0.47657101822698156,0.4823328387081576,1534.3373044237626,1055.9402857836808,0.5386617711642009,624.0,1.4590262142284933e-09,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.9696853892084658e-08,7.705603136600914,LMU > Dunn,True,1351.542551822656,286.5416417756065,21.20108178534103,0.2053519591697415,1.0,1097.3934043636864,239.03633427878904,21.782191630483883,0.2092158809227371,1.0,928.0793216650784,169.53446132105458,18.26723830209801,0.1843039852101316,1.0,1659.7731732869022,357.42945752525014,21.534837607805237,0.2160954655260679,1.0,21.534837607805237,21.782191630483883,0.2092158809227371,1.0,1.0,0.9845015862881068,0.981531412740018,1088.3554957275571,1088.4199453175788,1088.2934665530554,0.0305335130841398,1455.6188085752144,1466.7822506003197,1457.4629416105597,1453.362926730289,1444.7626845477362,1.0102804559737495,1.0,1.0,1.0,0.0,0.0,1439.6278977590514,1226.756794766722,0.00069414177079,0.0008144935578955,False,,5,1.0,True,True,True,True,False,False,True,True,retained,1,high
LMU_vs_Dunn,LMU,Dunn,FT-043,24,26,7.8366422105679865,8.201503526914355,-0.3648613163463681,-0.36782239393564087,2445.9626464379608,3909.4016634320087,-0.676324725526075,0.0,1.4590262142284933e-09,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1.9696853892084658e-08,7.705603136600914,LMU < Dunn,True,3673.4484500965054,515.6823455472766,14.038099419463173,0.1443753891704913,1.0,3876.9053153964496,617.4300280197714,15.925847494076171,0.1593609127292718,1.0,4275.790561019544,477.8174094852651,11.174948881764957,0.108745086451523,1.0,2479.727802149605,391.1012205210839,15.77194158899414,0.1613811788650551,1.0,15.77194158899414,15.925847494076171,0.1593609127292718,1.0,1.0,0.8900679310947446,0.9059648736811744,1005.172041771252,1005.2308196005796,1005.1142487241556,0.029859711948434,1156.3855354906916,1177.111414619113,1158.8826604052406,1153.7486667864507,1140.2857042395556,1.3065927903911043,1.0,1.0,1.0,0.0,0.0,3118.8095264918284,3548.3534298493914,0.0003205323887591,0.0002817414551028,False,,5,1.0,True,True,True,True,False,False,True,True,retained,2,high
LMU_vs_Dunn,LMU,Dunn,FT-046,24,26,8.438271165086753,8.782871169890429,-0.3446000048036755,-0.34424479338496994,4475.16992958472,6809.890684614646,-0.6055786703559807,0.0,1.4590262142284933e-09,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1.9696853892084658e-08,7.705603136600914,LMU < Dunn,True,6610.777976966396,882.4985701415895,13.349390543993996,0.1369811487358044,1.0,6917.041036523019,1029.6813517947776,14.88615357864591,0.1477540765815728,1.0,7712.581031773899,751.1978769822063,9.739902555155783,0.0968400165926968,1.0,4497.696904549683,660.8527451943933,14.693136492276794,0.1496327238329179,1.0,14.693136492276794,14.88615357864591,0.1477540765815728,1.0,1.0,0.9085460106499986,0.9270887944684166,1004.1671268211272,1004.2261217749128,1004.1153691754812,0.0293680548858246,1156.358765017695,1178.0238250061675,1158.835709078045,1153.6774251130128,1138.0932935777616,1.2480085387190163,1.0,1.0,1.0,0.0,0.0,5583.736964527925,6382.624485196641,0.0001790594626661,0.0001566508184055,False,,5,1.0,True,True,True,True,False,False,True,True,retained,3,high
LMU_vs_Dunn,LMU,Dunn,FT-050,24,26,8.38089759311823,8.731302385403577,-0.3504047922853477,-0.3522253898729524,4208.253372772229,6620.229924845053,-0.6535348751560435,0.0,1.4590262142284933e-09,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1.9696853892084658e-08,7.705603136600914,LMU < Dunn,True,6227.326577897577,889.3394364031454,14.28123971464168,0.1481178661026975,1.0,6581.1352570758845,976.5986958541667,14.839365211407111,0.1504386314876479,1.0,7323.356623935527,729.2654193675152,9.95807601372296,0.1000532254249698,1.0,4250.654481007634,631.9083081377187,14.866141460359827,0.1510288355989158,1.0,14.839365211407111,14.866141460359827,0.1504386314876479,1.0,1.0,0.9623888563416176,0.9845733415546192,1004.669623849698,1004.7279192531678,1004.6184698161242,0.0294407585087183,1156.3925786840523,1179.3259458956536,1158.8210746310124,1153.76426801242,1138.7118691983476,1.295796204185867,1.0,1.0,1.0,0.0,0.0,5273.683060561079,6058.416970500901,0.0001895848506002,0.0001650323793309,False,,5,1.0,True,True,True,True,False,False,True,True,retained,4,high
LMU_vs_Dunn,LMU,Dunn,FT-238,24,26,4.616570849365876,4.043667774515187,0.5729030748506885,0.5503196931983423,91.51164879352729,64.190732896947,0.5049681423524823,611.0,6.775771545178461e-09,0.9791666666666666,0.9791666666666666,0.9583333333333333,0.9583333333333334,1.0,1.0,0.0,6.098194390660615e-08,7.2147987358503265,LMU > Dunn,True,77.6716780384699,14.379820606504389,18.513595907355345,0.2083849271706473,1.0,60.38118484345158,16.487280292249793,27.305327537039645,0.2921114397875644,1.0,53.77688656031649,12.374878358330772,23.011518795256084,0.2619713772785836,1.0,93.97777325423417,22.833771100379494,24.296990990208123,0.2506508361585895,1.0,24.296990990208123,27.305327537039645,0.2619713772785836,1.0,1.0,0.7619707277669268,0.7954492179084443,1083.34221048445,1083.4156648006433,1083.2876061219467,0.0332555834962821,1423.037280138564,1429.8039524371825,1425.2939780948373,1420.203550145215,1414.9106421837485,1.413257598599415,1.0,1.0,1.0,0.0,0.0,74.77722454767705,69.2647233664748,0.0131965772825425,0.0142318926495215,False,,5,1.0,True,True,True,True,False,False,True,True,retained,5,high
LMU_vs_Dunn,LMU,Dunn,FT-115,24,26,5.217817137731371,4.800931207799662,0.41688592993170914,0.4011160783416763,176.51858544667766,132.0049697412386,0.4164899234584119,611.0,6.775771545178461e-09,0.9791666666666666,0.9791666666666666,0.9583333333333333,0.9583333333333334,1.0,1.0,0.0,6.098194390660615e-08,7.2147987358503265,LMU > Dunn,True,139.8000252545429,30.149390976812636,21.56608407038389,0.223851601841387,1.0,129.58792378319723,31.86225846519408,24.58736704393857,0.2440007728351992,1.0,94.63121562935764,25.29950592898983,26.73484194484036,0.2586073691200118,1.0,177.61194427190546,34.084432892518635,19.190394560592672,0.1942818738617155,1.0,24.58736704393857,26.73484194484036,0.2440007728351992,1.0,1.0,0.8771205160700805,0.9174216919082416,1151.2577144686827,1151.3262326936172,1151.1904885859722,0.0345722197950819,1279.5426959634483,1288.5432278668477,1281.9849407416823,1276.8114177037737,1271.368124220108,1.3332454669452618,1.0,1.0,1.0,0.0,0.0,133.8988169299706,133.8885582225211,0.0074129634548175,0.0074135272344621,False,,5,1.0,True,True,True,True,False,False,True,True,retained,6,high
LMU_vs_Dunn,LMU,Dunn,FT-076,24,26,9.950002198681577,10.015183790650314,-0.06518159196873619,-0.08786507383326736,19608.712735142915,23500.761767267395,-0.2612005083957737,41.0,1.4990612339439745e-07,0.0657051282051282,0.9342948717948718,-0.8685897435897436,-0.8685897435897436,1.0,1.0,0.0,1.1564186661853518e-06,5.936884906835459,LMU < Dunn,True,23152.514526849813,3135.561951005438,13.543073031523846,0.1371897518699396,1.0,24068.69687168032,3404.7506715331688,14.145970135754473,0.1403371789832725,1.0,22539.69817974451,2140.6167695095387,9.497095979010144,0.093044737113377,1.0,20273.604282270328,2976.373678783881,14.681028776845464,0.1430870654367492,1.0,14.145970135754473,14.681028776845464,0.1403371789832725,1.0,1.0,0.9573802928717642,0.9775723928887862,1076.70024884105,1076.7625959678255,1076.6463274354337,0.0309426276442148,1212.7298144435597,1251.1490926434903,1215.2321951852618,1209.9909453942582,1194.3964262931574,1.275060245925924,1.0,1.0,1.0,0.0,0.0,20958.55093644241,22316.46429807284,4.771094586102501e-05,4.480795786850893e-05,False,,5,1.0,True,True,True,True,False,False,True,True,retained,7,high
LMU_vs_Dunn,LMU,Dunn,FT-051,24,26,4.6001000478011,4.8757855948926085,-0.2756855470915083,-0.291241363684537,87.61677914688968,141.0279167603337,-0.680522734334985,59.0,9.431493085827788e-07,0.09455128205128202,0.905448717948718,-0.8108974358974359,-0.8108974358974359,1.0,1.0,0.0,6.366257832933757e-06,5.196115776467002,LMU < Dunn,True,130.10013630036502,20.62777859395784,15.855308980102864,0.1547061737356558,1.0,142.9059654289295,29.160715138683127,20.405526844983555,0.208847161297784,1.0,110.27678130247511,19.12185369597076,17.339872881782753,0.1635417294301753,1.0,99.34108019766782,27.14648683125351,27.32654685980636,0.2569963402982306,1.0,20.405526844983555,27.32654685980636,0.208847161297784,1.0,1.0,0.7770105178147211,0.7407626360555056,1069.2050570468462,1069.267470109953,1069.1500824304103,0.0309242309640597,1157.7638325982018,1163.3854165077216,1160.088364981479,1155.2213391757566,1149.20816373825,1.1956236333629695,1.0,1.0,1.0,0.0,0.0,112.01591078476524,117.82943627322548,0.008848311649715,0.0084154232432836,False,,5,1.0,True,True,True,True,False,False,True,True,retained,8,high
LMU_vs_Dunn,LMU,Dunn,FT-145,24,26,7.182893156214966,6.68261750372346,0.5002756524915064,0.34820737091567633,1289.6959780910395,862.484524050502,0.5799069894041355,560.0,1.5394006354359023e-06,0.8974358974358974,0.8974358974358974,0.7948717948717949,0.7948717948717948,1.0,1.0,0.0,9.236403812615414e-06,5.034497088124188,LMU > Dunn,True,1085.0013862206083,173.3565501749655,15.977541814837616,0.1556454618677374,0.9090909090909092,860.100180918337,165.60026338976036,19.25360173892156,0.19499243586553,0.9629629629629628,679.7249247934143,196.23195167673936,28.86931823728242,0.71295336553404,1.0,1138.012470849773,491.3327394622425,43.174635783679605,1.0975387745376597,1.0,28.86931823728242,43.174635783679605,0.71295336553404,1.0,0.9629629629629628,0.5534436831349864,0.2183108592960363,1632.0422244647154,1632.143549164095,1631.944909954586,0.0498037752269419,1455.2449080604651,1465.325859832764,1457.0759410058563,1452.9375087822204,1445.226665496828,1.1451980467965952,0.9629629629629628,1.0,1.0,0.0,0.0,1057.5379063408889,881.3136327924005,0.0009446992819149,0.0011333838250182,False,,5,1.0,True,True,True,True,False,False,True,True,retained,9,high
LMU_vs_Dunn,LMU,Dunn,FT-028,24,26,6.218182953833056,6.475140477159766,-0.25695752332670985,-0.46368418035728975,482.9336069526175,688.4771600300517,-0.5106936298862894,72.0,3.3080282949017956e-06,0.1153846153846154,0.8846153846153846,-0.7692307692307692,-0.7692307692307693,1.0,1.0,0.0,1.7863352792469698e-05,4.748037024584563,LMU < Dunn,True,555.7034288030117,136.73290474117934,24.60537359571504,0.2716816191609109,0.9090909090909092,639.3515506917423,184.40183354408424,28.84200927401707,0.8176455099697597,1.0,573.1177919836174,155.02991656993234,27.050271120245363,0.3506755015950928,0.9615384615384616,413.5039091888864,171.46050287180628,41.46526769435789,0.7372262169052736,0.9615384615384616,28.84200927401707,41.46526769435789,0.7372262169052736,0.9615384615384616,0.9615384615384616,0.8531088580531491,0.3685186621568822,1845.2675702568588,1845.3714278358416,1845.1623419189225,0.0547059411325117,1057.465322843472,1063.011718921446,1060.0061878004767,1054.8746688276972,1047.5546058911905,1.2638959113625776,1.0,0.9615384615384616,0.9615384615384616,0.0,0.0,421.6582446569468,530.7346126327803,0.0023659777435825,0.0018806374011439,False,,5,1.0,True,True,True,True,False,False,True,True,retained,10,high
LMU_vs_Dunn,LMU,Dunn,FT-156,24,26,7.45436827342334,7.5699809550381545,-0.11561268161481486,-0.2982413752221156,1707.0200792688559,2045.2323975379945,-0.260645070947301,80.0,6.94531577749783e-06,0.1282051282051282,0.8717948717948718,-0.7435897435897436,-0.7435897435897436,1.0,1.0,0.0,3.125392099874024e-05,4.50509548995849,LMU < Dunn,True,2067.210688115104,388.6049358611448,18.79851618876242,0.1843025114301495,0.9090909090909092,1988.40151440123,464.9820200114352,23.38471463855507,0.4314863783948948,1.0,1868.912320000172,482.2281241500231,25.802608233112764,0.444972533041154,1.0,1538.7698878048118,564.4279108071868,36.68046244473837,1.0449765627870082,0.9615384615384616,25.802608233112764,36.68046244473837,0.444972533041154,1.0,0.9615384615384616,0.728551006120307,0.4141885121999296,1560.001369125993,1560.0914572782103,1559.9171022035998,0.0453103280372081,1419.237135066407,1434.9778151004848,1421.147539593874,1416.8768402638188,1406.173628949106,1.0870526004769543,1.0,1.0,0.9615384615384616,0.0,0.0,1732.6610796448415,1781.617827898203,0.0005768140103859,0.0005609727359111,False,,5,1.0,True,True,True,True,False,False,True,True,retained,11,high
LMU_vs_Dunn,LMU,Dunn,FT-056,24,26,7.81843848412753,7.910201305295191,-0.0917628211676611,-0.10300427417309876,2346.2279301744475,2927.535810732721,-0.31922159295686253,80.0,6.94531577749783e-06,0.1282051282051282,0.8717948717948718,-0.7435897435897436,-0.7435897435897436,1.0,1.0,0.0,3.125392099874024e-05,4.50509548995849,LMU < Dunn,True,2788.1660946357697,462.4385414829106,16.585760165888576,0.168154494327205,1.0,2975.833522177238,518.5589672499494,17.425671274465348,0.1718737894296348,1.0,2432.6862108110627,308.0027308638646,12.661013553456852,0.1276400845836562,1.0,2496.4985602396814,487.78693280579375,19.53884294485485,0.1881914209821631,1.0,17.425671274465348,19.53884294485485,0.1718737894296348,1.0,1.0,0.9518003584856136,0.9783603124433792,1178.2689676482953,1178.3381296315554,1178.209676243099,0.0346187918603327,1244.9133772041282,1263.400026280825,1247.491725418386,1242.276386378739,1231.3467261131775,1.2773380949643511,1.0,1.0,1.0,0.0,0.0,2542.598814284542,2639.320368938036,0.0003931437593004,0.0003787419177477,False,,5,1.0,True,True,True,True,False,False,True,True,retained,12,high
LMU_vs_Dunn,LMU,Dunn,FT-102,24,26,6.240582067249827,6.380332058447014,-0.13974999119718667,-0.1247101742155099,497.6909412303082,611.8618619840219,-0.29741593301768793,86.0,1.1930876873825186e-05,0.1378205128205128,0.8621794871794872,-0.7243589743589743,-0.7243589743589743,1.0,1.0,0.0,4.9559027014350776e-05,4.3048772286568795,LMU < Dunn,True,595.2975324589725,105.1812729031908,17.66868954902645,0.1721669875367504,1.0,616.1015013748932,125.68594800544533,20.40020154551877,0.2120311120795627,1.0,607.4260162741509,73.3245843992448,12.071360533584892,0.1171539362602065,1.0,503.6426854460259,91.6148124211813,18.19043839384806,0.1728215092319016,1.0,18.19043839384806,20.40020154551877,0.1728215092319016,1.0,1.0,0.9713174122841336,0.9962127301279792,1295.3371125063638,1295.4121806158155,1295.2703518474862,0.0390429682024521,1284.5115125888428,1294.5797058843823,1286.76247199753,1282.1484267015423,1273.3225453284513,1.1385088817335398,1.0,1.0,1.0,0.0,0.0,526.3788486510487,576.2345162259078,0.0018961700920653,0.0017323981360959,False,,5,1.0,True,True,True,True,False,False,True,True,retained,13,high
